ingredients,dish
cumin ghee ginger moong_dal oil,tarka_dal
butter cream cumin garam_masala paneer tomato,paneer_butter_masala
cumin ghee ginger paneer wheat_flour,paneer_paratha
besan bhindi ginger turmeric,bhindi_masala
basmati_rice garam_masala garlic ghee ginger,biryani
garam_masala ghee ginger moong_dal onion rice turmeric,khichdi
chicken tomato turmeric yogurt,chicken_tikka_masala
garlic ginger kasuri_methi onion paneer tomato,paneer_butter_masala
basmati_rice cumin garlic ghee onion,biryani
basmati_rice cumin ghee oil pepper,vegetable_pulao
chickpea chili garlic ginger onion,chana_masala
chili cumin ghee mutton yogurt,mutton_curry
asafoetida chili masoor_dal tomato,masoor_dal
aloo bread cheese coriander,aloo_sandwich
capsicum chili mustard_seeds onion semolina,upma
basmati_rice capsicum coriander ghee onion yogurt,vegetable_biryani
coriander garam_masala lauki oil,lauki_sabzi
capsicum chili_sauce corn oil rice vinegar,vegetable_fried_rice
butter chicken garlic kasuri_methi tomato yogurt,chicken_tikka_masala
amchur baingan chili garlic onion,baingan_bharta
aloo chili ginger maida oil onion,samosa
egg garam_masala garlic ginger,anda_bhurji
basmati_rice clove ghee mutton onion yogurt,mutton_biryani
beans carrot cumin garam_masala garlic onion peas,mixed_vegetable
chili matar minced_meat oil turmeric,keema_matar
chili garlic matar oil paneer,matar_paneer
cardamom chicken cream garam_masala onion,korma
butter coriander cumin garlic paneer,paneer_bhurji
chickpea chili maida tomato,chole_bhature
curry_leaves oil poha,poha
ajwain butter garam_masala ginger paneer wheat_flour,paneer_paratha
asafoetida moong_dal oil tomato turmeric,tarka_dal
cashew chicken coriander garlic yogurt,korma
basmati_rice chicken cinnamon ghee turmeric,chicken_pulao
coriander egg onion turmeric,egg_curry
asafoetida garlic ginger moong_dal onion turmeric,moong_dal
ginger moong_dal pepper rice,khichdi
chili cream onion paneer,shahi_paneer
aloo besan chaat_masala chili oil onion,aloo_tikki
curry_leaves garlic ghee ginger moong_dal,tarka_dal
ajwain bhindi ginger onion tomato,bhindi_masala
chickpea chili garlic,chana_masala
basmati_rice bay_leaf cinnamon oil peas,vegetable_pulao
cashew chicken chili ghee,korma
butter kasuri_methi paneer,paneer_tikka_masala
boondi carrot chili coriander onion yogurt,raita
asafoetida ghee ginger mustard_seeds semolina urad_dal,upma
aloo chili garam_masala oil onion spinach,saag_aloo
besan cauliflower coriander turmeric,pakora
beans carrot cumin garlic oil onion peas,mixed_vegetable
besan cumin curry_leaves ginger oil yogurt,kadhi_pakora
basmati_rice cardamom chicken garlic ginger onion turmeric,chicken_pulao
butter chicken coriander garlic kasuri_methi onion tomato,butter_chicken
coriander cream ginger kasuri_methi onion paneer tomato,paneer_butter_masala
chili cumin matar onion paneer tomato,matar_paneer
chana_masala_powder chickpea garlic onion,chana_masala
chickpea coriander cumin ghee maida oil onion,chole_bhature
butter coriander garlic ginger kasuri_methi paneer,paneer_tikka_masala
aloo bhindi chili coriander ginger oil,aloo_bhindi
basmati_rice coriander ginger mutton,mutton_biryani
chili ghee palak paneer,palak_paneer
chicken coriander kasuri_methi oil onion,chicken_curry
chili mustard_seeds semolina urad_dal,upma
coriander garam_masala garlic ghee mutton onion,mutton_curry
butter cashew chicken garlic ginger turmeric,butter_chicken
ajwain chili ghee methi oil wheat_flour,methi_paratha
basmati_rice clove ghee pepper,vegetable_pulao
amchur chickpea onion tomato,chana_masala
aloo bhindi chili coriander ginger,aloo_bhindi
chickpea cumin ginger oil onion,chana_masala
basmati_rice chili garlic ginger mutton onion turmeric,mutton_biryani
asafoetida cashew curry_leaves ghee semolina,upma
aloo cumin ghee oil spinach,saag_aloo
ajwain butter ghee methi wheat_flour,methi_paratha
chili fish oil,fish_curry
amchur baingan garam_masala onion,baingan_bharta
bay_leaf mutton onion pepper,mutton_curry
chili ginger maggi_noodles masala oil turmeric,maggi
beans carrot coriander garlic ghee peas tomato,mixed_vegetable
asafoetida ginger tomato toor_dal turmeric,dal_fry
butter cream garam_masala paneer tomato yogurt,shahi_paneer
aloo chili gobi tomato,aloo_gobi
beans carrot chili garlic ghee oil peas,mixed_vegetable
butter chili garlic onion paneer tomato,paneer_butter_masala
ajwain amchur bhindi tomato,bhindi_masala
cream garam_masala ginger paneer tomato,shahi_paneer
cashew coriander paneer tomato,paneer_butter_masala
garam_masala garlic ginger kasuri_methi lauki onion,lauki_sabzi
basmati_rice chili garlic ghee potato yogurt,vegetable_biryani
ajwain coriander ghee ginger gobi wheat_flour,gobi_paratha
basmati_rice bay_leaf chicken garam_masala garlic onion rice,chicken_biryani
beans carrot coriander garam_masala peas tomato,mixed_vegetable
coriander cream garlic ginger paneer tomato,shahi_paneer
aloo coriander ginger methi oil onion,aloo_methi
amchur chickpea chili ghee maida oil,chole_bhature
bay_leaf butter chicken garlic,chicken_curry
bread capsicum cheese pepper,vegetable_sandwich
chicken chili ginger onion yogurt,chicken_curry
butter capsicum coriander cumin ginger pav potato,pav_bhaji
aloo asafoetida cumin ginger yogurt,dahi_aloo
butter egg oil pepper,omelette
beans carrot garam_masala garlic onion peas tomato,mixed_vegetable
fish oil tomato turmeric,fish_curry
basmati_rice chili coriander ginger mint peas yogurt,vegetable_biryani
aloo amchur butter cumin ginger onion wheat_flour,aloo_paratha
aloo bread cheese chili cumin onion,aloo_sandwich
butter cumin garlic ginger mushroom,mushroom_masala
cumin egg garam_masala garlic onion tomato,egg_curry
basmati_rice coriander mint onion saffron yogurt,biryani
almond cardamom milk raisin semolina sugar,halwa
chickpea chili maida onion yogurt,chole_bhature
basmati_rice chicken garlic rice saffron yogurt,chicken_biryani
basmati_rice chicken onion rice turmeric yogurt,chicken_biryani
garam_masala moong_dal oil onion rice turmeric,khichdi
aloo cream ghee kasuri_methi onion palak,aloo_palak
coriander ghee ginger kasuri_methi palak paneer,palak_paneer
bread butter capsicum chaat_masala onion pepper,vegetable_sandwich
capsicum chili ginger onion paneer turmeric,paneer_bhurji
amchur chickpea garam_masala garlic ginger,chana_masala
asafoetida ghee masoor_dal tomato turmeric,masoor_dal
coriander cream kasuri_methi rajma urad_dal,dal_makhani
aloo ghee methi oil onion turmeric,aloo_methi
cumin ghee mutton oil,mutton_curry
butter coriander garam_masala paneer,paneer_bhurji
egg garam_masala ginger tomato,egg_curry
aloo amchur butter cumin garlic matar,aloo_matar
beans carrot coriander corn ginger onion peas,mixed_vegetable
basmati_rice cardamom garlic ghee,biryani
coriander cream onion paneer,shahi_paneer
aloo bread butter chaat_masala cumin onion tomato,aloo_sandwich
chaat_masala cumin onion yogurt,raita
coriander garlic ginger onion paneer tomato,paneer_butter_masala
basmati_rice cardamom carrot garam_masala garlic mint yogurt,vegetable_biryani
aloo bhindi chili coriander garlic oil,aloo_bhindi
ajwain aloo chili ghee ginger wheat_flour,aloo_paratha
cashew curry_leaves semolina urad_dal,upma
aloo coriander garlic ghee spinach,saag_aloo
asafoetida curry_leaves garlic ginger moong_dal tomato,tarka_dal
aloo garlic onion spinach turmeric,saag_aloo
basmati_rice chicken cinnamon garlic ghee ginger rice,chicken_biryani
cumin matar oil paneer tomato,matar_paneer
coriander cumin garlic tomato,tomato_soup
besan bhindi chili garlic tomato turmeric,bhindi_masala
chickpea cumin garam_masala garlic onion,chana_masala
butter capsicum coriander egg,anda_bhurji
basmati_rice cinnamon ghee ginger mutton yogurt,mutton_biryani
butter chicken coriander cream ginger onion turmeric,butter_chicken
aloo amchur maida matar oil onion,samosa
garam_masala garlic ginger paneer turmeric,paneer_tikka_masala
asafoetida ginger masoor_dal onion,masoor_dal
chicken pepper turmeric yogurt,chicken_curry
cumin egg garlic oil tomato,egg_curry
basmati_rice cardamom chicken ginger mint rice,chicken_biryani
beans carrot cumin ghee oil peas tomato,mixed_vegetable
aloo amchur besan bread_crumbs ginger,aloo_tikki
asafoetida besan lemon oil sugar yogurt,dhokla
chickpea chili cumin garlic maida oil,chole_bhature
butter carom_seeds methi oil wheat_flour,methi_paratha
besan bhindi chili coriander ginger oil,bhindi_masala
asafoetida coriander onion toor_dal,dal_tadka
curry_leaves ginger mustard_seeds semolina urad_dal,upma
bread chaat_masala cucumber onion pepper,vegetable_sandwich
baingan chili garlic tomato,baingan_bharta
baingan coriander garlic oil tomato,baingan_bharta
ajwain aloo maida matar,samosa
butter maggi_noodles masala peas pepper tomato turmeric,maggi
chicken chili tomato,chicken_curry
cumin egg onion,egg_curry
coriander oil prawn,prawn_masala
asafoetida coriander garlic masoor_dal oil,masoor_dal
aloo amchur butter matar,aloo_matar
asafoetida coriander garlic moong_dal oil,moong_dal
anardana chickpea chili maida tomato,chole_bhature
butter coriander onion pav potato,pav_bhaji
chili garam_masala garlic matar minced_meat,keema_matar
asafoetida onion toor_dal turmeric,dal_tadka
aloo cumin ginger gobi,aloo_gobi
amchur asafoetida maida moong_dal oil,kachori
aloo coriander matar oil tomato turmeric,aloo_matar
besan cauliflower coriander oil onion,pakora
asafoetida garlic ginger moong_dal oil,moong_dal
matar onion paneer turmeric,matar_paneer
beans rice soy_sauce spring_onion,vegetable_fried_rice
basmati_rice cardamom garam_masala yogurt,biryani
carrot ginger mustard_seeds oil semolina urad_dal,upma
aloo besan bread_crumbs chaat_masala cumin ginger onion,aloo_tikki
aloo besan bread_crumbs chaat_masala cumin,aloo_tikki
amchur asafoetida fennel ginger maida moong_dal,kachori
asafoetida ginger moong_dal onion,moong_dal
cumin ghee ginger palak paneer turmeric,palak_paneer
anardana chickpea chili garlic ginger maida,chole_bhature
chickpea cumin garam_masala maida tomato,chole_bhature
chili garlic maggi_noodles masala oil onion,maggi
anardana chickpea garam_masala maida yogurt,chole_bhature
chicken chili ginger kasuri_methi oil yogurt,chicken_curry
chicken cumin garlic kasuri_methi onion tomato,chicken_tikka_masala
chili fennel ginger maida moong_dal,kachori
asafoetida chili ghee moong_dal,tarka_dal
basmati_rice bay_leaf chili ginger,biryani
beans carrot corn ginger peas turmeric,mixed_vegetable
butter chili ghee oil palak paneer,palak_paneer
beans carrot corn garam_masala ginger peas tomato,mixed_vegetable
coriander cumin ghee onion toor_dal,dal_fry
cumin moong_dal mustard_seeds oil,tarka_dal
coriander cream kasuri_methi paneer,paneer_tikka_masala
beans carrot coriander corn ginger peas tomato,mixed_vegetable
coriander gobi onion wheat_flour,gobi_paratha
beans carrot garam_masala onion peas tomato turmeric,mixed_vegetable
aloo chili garlic methi onion turmeric,aloo_methi
chili egg garam_masala tomato,anda_bhurji
besan curry_leaves ginger mustard_seeds oil yogurt,kadhi_pakora
butter chili coriander paneer tomato,paneer_butter_masala
cashew chili cream ginger paneer tomato,shahi_paneer
coriander cream cumin ginger palak paneer,palak_paneer
chili cream mushroom,mushroom_masala
butter cumin kasuri_methi mushroom oil,mushroom_masala
garlic moong_dal oil pepper rice turmeric,khichdi
basmati_rice cinnamon cumin garlic oil peas,vegetable_pulao
chili garam_masala garlic onion prawn,prawn_masala
carrot chili curry_leaves onion semolina,upma
butter chicken coriander ginger tomato turmeric yogurt,chicken_tikka_masala
garam_masala garlic mutton oil yogurt,mutton_curry
beans carrot chili ghee onion peas tomato,mixed_vegetable
curry_leaves onion semolina,upma
aloo amchur chili garlic ghee methi onion,aloo_methi
aloo garam_masala garlic ghee gobi tomato,aloo_gobi
cumin ghee moong_dal oil onion rice,khichdi
besan chili oil paneer potato turmeric,pakora
coriander garam_masala ginger paneer tomato,paneer_butter_masala
besan bhindi coriander garlic turmeric,bhindi_masala
bread capsicum chaat_masala cheese chili cucumber,vegetable_sandwich
butter cashew chicken chili cream ginger,butter_chicken
butter capsicum chili cumin onion pav potato,pav_bhaji
aloo cumin onion spinach turmeric,saag_aloo
chicken coriander garlic ghee yogurt,korma
kasuri_methi paneer tomato,paneer_bhurji
chicken cumin ginger kasuri_methi tomato yogurt,chicken_tikka_masala
chili curry_leaves garlic ghee moong_dal tomato,tarka_dal
aloo chili cumin garlic ghee matar,aloo_matar
butter coriander kasuri_methi mushroom onion,mushroom_masala
basmati_rice ghee ginger onion peas pepper,vegetable_pulao
chana_masala_powder chickpea garam_masala onion tomato,chana_masala
chili cumin garlic masoor_dal oil onion,masoor_dal
aloo amchur garlic ghee ginger methi,aloo_methi
aloo amchur coriander ghee gobi,aloo_gobi
ajwain ghee gobi wheat_flour,gobi_paratha
ajwain aloo chili ginger maida matar onion,samosa
aloo mustard_seeds oil yogurt,dahi_aloo
aloo chili garlic methi oil,aloo_methi
coriander garlic masoor_dal oil onion,masoor_dal
cream kasuri_methi mushroom oil onion,mushroom_masala
basmati_rice bay_leaf chicken mint rice,chicken_biryani
basmati_rice ginger mutton turmeric yogurt,mutton_biryani
aloo amchur bread chaat_masala cheese,aloo_sandwich
beans carrot coriander garam_masala mushroom onion peas,mixed_vegetable
chickpea cumin garam_masala onion,chana_masala
aloo butter coriander garam_masala ghee onion wheat_flour,aloo_paratha
curry_leaves ginger moong_dal oil,tarka_dal
chili garlic ghee moong_dal tomato,tarka_dal
capsicum carrot egg pepper rice soy_sauce spring_onion,egg_fried_rice
butter chicken coriander cream tomato,butter_chicken
egg ginger oil onion turmeric,anda_bhurji
chickpea cumin garam_masala garlic ghee maida yogurt,chole_bhature
chickpea garam_masala ginger onion,chana_masala
butter chili gobi onion wheat_flour,gobi_paratha
butter cumin garam_masala ghee ginger paneer wheat_flour,paneer_paratha
chili ginger kasuri_methi lauki oil tomato,lauki_sabzi
bay_leaf chicken kasuri_methi onion tomato,chicken_curry
ajwain aloo butter garlic gobi turmeric,aloo_gobi
basmati_rice cardamom clove garlic ghee ginger,vegetable_biryani
carrot onion rice soy_sauce,vegetable_fried_rice
aloo butter chili garam_masala ghee ginger wheat_flour,aloo_paratha
aloo amchur chili maida oil,samosa
chili coconut_milk curry_leaves fish ginger,fish_curry
cumin garlic ginger mushroom,mushroom_masala
besan chili coriander potato spinach,pakora
chili_sauce corn oil onion rice soy_sauce,vegetable_fried_rice
basmati_rice ghee ginger onion pepper,vegetable_pulao
cumin ghee ginger tomato toor_dal,dal_fry
aloo butter chili gobi tomato,aloo_gobi
aloo garam_masala ghee palak turmeric,aloo_palak
garam_masala kasuri_methi onion toor_dal,dal_fry
coriander ginger masoor_dal turmeric,masoor_dal
cumin ghee ginger moong_dal onion rice,khichdi
cashew coriander garlic ginger kasuri_methi paneer tomato,paneer_butter_masala
basmati_rice corn garlic ginger onion pepper,vegetable_pulao
cumin fish garlic mustard_seeds,fish_curry
basmati_rice coriander ghee ginger onion saffron,biryani
aloo amchur cumin ghee gobi,aloo_gobi
carrot ginger maggi_noodles masala onion turmeric,maggi
chili cumin ghee palak paneer,palak_paneer
butter chili coriander ginger rajma urad_dal,dal_makhani
aloo chili coriander maida oil onion,samosa
butter cardamom cream garlic onion paneer,shahi_paneer
asafoetida garam_masala garlic moong_dal oil rice,khichdi
garam_masala matar onion paneer,matar_paneer
coriander cumin ghee ginger matar minced_meat onion,keema_matar
aloo asafoetida garlic ghee yogurt,dahi_aloo
